ts_code,trade_date,close,open,high,low,pre_close,pct_change,vol,amount,vwap
AAPL,20251125,276.97,275.27,280.38,275.25,275.92,0.38,46914219,13053091401.3,278.23
AAPL,20251124,275.92,270.9,277.0,270.9,271.49,1.63,65585813,18055633965.26,275.3
AAPL,20251121,271.49,265.95,273.33,265.67,266.25,1.97,59030833,15968373965.23,270.51
AAPL,20251120,266.25,270.83,275.43,265.92,268.56,-0.86,45823567,12357853057.51,269.68
AAPL,20251119,268.56,265.52,272.21,265.5,267.44,0.42,40424493,10892535677.39,269.45
AAPL,20251118,267.44,269.99,270.71,265.32,267.46,-0.01,45677278,12229935424.98,267.75
AAPL,20251117,267.46,268.81,270.49,265.73,272.41,-1.82,45018262,12057002964.85,267.82
AAPL,20251114,272.41,271.05,275.96,269.6,272.95,-0.2,47431333,12958388635.67,273.2
AAPL,20251113,272.95,274.11,276.7,272.09,273.47,-0.19,49602793,13563445753.19,273.44
AAPL,20251112,273.47,275.0,275.73,271.7,275.25,-0.65,48397981,13249928325.82,273.77
AAPL,20251111,275.25,269.81,275.91,269.8,269.43,2.16,46208317,12664023714.04,274.06
AAPL,20251110,269.43,268.96,273.73,267.46,268.47,0.36,41312411,11159333659.89,270.12
AAPL,20251107,268.47,269.79,272.29,266.77,269.77,-0.48,48227364,12975080365.09,269.04
AAPL,20251106,269.77,267.89,273.4,267.89,270.14,-0.14,51204047,13867996560.98,270.84
AAPL,20251105,270.14,268.61,271.7,266.93,270.04,0.04,43683071,11784500444.79,269.77
AAPL,20251104,270.04,268.32,271.49,267.62,269.05,0.37,49274848,13296245159.07,269.84
AAPL,20251103,269.05,270.42,270.85,266.25,270.37,-0.49,50194583,13454991767.13,268.06
AAPL,20251031,270.37,276.99,277.32,269.16,271.4,-0.38,86167125,23378155199.56,271.31
AAPL,20251030,271.4,271.99,274.14,268.48,269.7,0.63,69886563,18956713440.97,271.25
AAPL,20251029,269.7,269.27,271.41,267.11,269.0,0.26,51086743,13767366371.07,269.49
AAPL,20251028,269.0,268.99,269.89,268.15,268.81,0.07,41534758,11172738588.85,269.0
AAPL,20251027,268.81,264.88,269.12,264.65,262.82,2.28,44888153,11979394758.47,266.87
AAPL,20251024,262.82,261.19,264.13,259.18,259.58,1.25,38253719,10043469166.6,262.55
AAPL,20251023,259.58,259.94,260.62,258.01,258.45,0.44,32754942,8502714547.53,259.59
AAPL,20251022,258.45,262.65,262.85,255.43,262.77,-1.64,45015254,11644147519.72,258.67
AAPL,20251021,262.77,261.88,265.29,261.83,262.24,0.2,46695950,12303767372.38,263.49
AAPL,20251020,262.24,255.88,264.38,255.63,252.29,3.94,90483000,23689072827.87,261.81
AAPL,20251017,252.29,248.02,253.38,247.27,247.45,1.96,49146961,12320927367.54,250.7
AAPL,20251016,247.45,248.25,249.04,245.13,249.34,-0.76,39776973,9837740404.79,247.32
AAPL,20251015,249.34,249.49,251.82,247.47,247.77,0.63,33893610,8461909515.79,249.66
AAPL,20251014,247.77,246.6,248.85,244.7,247.66,0.04,35477985,8775284460.83,247.34
AAPL,20251013,247.66,249.38,249.69,245.56,245.27,0.97,38142942,9455551407.33,247.9
AAPL,20251010,245.27,254.94,256.38,244.0,254.04,-3.45,61999098,15415480526.36,248.64
AAPL,20251009,254.04,257.8,258.0,253.14,258.06,-1.56,38322012,9753312280.91,254.51
AAPL,20251008,258.06,256.52,258.52,256.11,256.48,0.62,36496895,9409257930.51,257.81
AAPL,20251007,256.48,256.8,257.4,255.43,256.69,-0.08,31955778,8193739494.47,256.41
AAPL,20251006,256.69,257.99,259.07,255.05,258.02,-0.52,44664118,11472604899.23,256.86
AAPL,20251003,258.02,254.66,259.24,253.95,257.13,0.35,49155614,12679772721.18,257.95
AAPL,20251002,257.13,256.57,258.18,254.15,255.45,0.66,42630239,10952901193.19,256.93
AAPL,20251001,255.45,255.04,258.79,254.93,254.63,0.32,48713942,12473837643.21,256.06
AAPL,20250930,254.63,254.85,255.92,253.11,254.43,0.08,37704258,9597234290.47,254.54
AAPL,20250929,254.43,254.56,255.0,253.01,255.46,-0.4,40127688,10191409897.23,253.97
AAPL,20250926,255.46,254.1,257.6,253.78,256.87,-0.55,46076258,11770844064.98,255.46
AAPL,20250925,256.87,253.21,257.17,251.71,252.31,1.81,55202075,14059118942.57,254.68
AAPL,20250924,252.31,255.22,255.74,251.04,254.43,-0.83,42303711,10670721905.61,252.24
AAPL,20250923,254.43,255.88,257.34,253.58,256.08,-0.64,60275188,15382065234.59,255.2
AAPL,20250922,256.08,248.3,256.64,248.12,245.5,4.31,105517440,26792935606.08,253.92
AAPL,20250919,245.5,241.23,246.3,240.21,237.88,3.2,163741320,40012501932.03,244.36
AAPL,20250918,237.88,239.97,241.2,236.65,238.99,-0.46,44249575,10533000684.61,238.04
AAPL,20250917,238.99,238.97,240.1,237.73,238.15,0.35,46508016,11126480081.01,239.24
AAPL,20250916,238.15,237.18,241.22,236.32,236.7,0.61,63421098,15151992236.38,238.91
AAPL,20250915,236.7,237.0,238.19,235.03,234.07,1.12,42699524,10091883049.07,236.35
AAPL,20250912,234.07,229.22,234.51,229.02,230.03,1.76,55824215,13022115191.29,233.27
AAPL,20250911,230.03,226.88,230.45,226.65,226.79,1.43,50208579,11504648689.27,229.14
AAPL,20250910,226.79,232.19,232.42,225.95,234.35,-3.23,83440813,19003469935.04,227.75
AAPL,20250909,234.35,237.0,238.78,233.36,237.88,-1.48,66313938,15626760124.61,235.65
AAPL,20250908,237.88,239.3,240.15,236.34,239.69,-0.76,48999497,11672625875.69,238.22
AAPL,20250905,239.69,240.0,241.32,238.49,239.78,-0.04,54870399,13150876869.67,239.67
AAPL,20250904,239.78,238.45,239.9,236.74,238.47,0.55,47549430,11336164982.93,238.41
AAPL,20250903,238.47,237.21,238.85,234.36,229.72,3.81,66427813,15739307034.78,236.94
AAPL,20250902,229.72,229.25,230.85,226.97,232.14,-1.04,44075637,10092298758.98,228.98
AAPL,20250829,232.14,232.51,233.38,231.37,232.56,-0.18,39418438,9158058107.63,232.33
AAPL,20250828,232.56,230.82,233.41,229.34,230.49,0.9,38074700,8835558150.7,232.06
AAPL,20250827,230.49,228.61,230.9,228.26,229.31,0.51,31259512,7189603359.32,230.0
AAPL,20250826,229.31,226.87,229.49,224.69,227.16,0.95,54575106,12444352653.64,228.02
AAPL,20250825,227.16,226.48,229.3,226.23,227.76,-0.26,30983133,7065892787.59,228.06
AAPL,20250822,227.76,226.17,229.09,225.41,224.9,1.27,42477813,9676356597.99,227.8
AAPL,20250821,224.9,226.27,226.52,223.78,226.01,-0.49,30621250,6889695510.5,225.0
AAPL,20250820,226.01,229.98,230.47,225.77,230.56,-1.97,42263864,9586944722.37,226.84
AAPL,20250819,230.56,231.28,232.87,229.35,230.89,-0.14,39402563,9097267685.7,230.88
AAPL,20250818,230.89,231.7,233.12,230.11,231.59,-0.3,37476188,8665172984.6,231.22
AAPL,20250815,231.59,234.0,234.28,229.34,232.78,-0.51,56038657,12973997578.77,231.52
AAPL,20250814,232.78,234.06,235.12,230.85,233.33,-0.24,51916274,12080859851.9,232.7
AAPL,20250813,233.33,231.07,235.0,230.43,229.65,1.6,69878563,16267807031.6,232.8
AAPL,20250812,229.65,228.01,230.8,227.07,227.18,1.09,55672301,12768447801.58,229.35
AAPL,20250811,227.18,227.92,229.56,224.76,229.35,-0.95,61806133,14049764591.01,227.32
AAPL,20250808,229.35,220.83,231.0,219.25,220.03,4.24,113853940,25873365930.51,227.25
AAPL,20250807,220.03,218.88,220.85,216.58,213.25,3.18,90224813,19785409167.5,219.29
AAPL,20250806,213.25,205.63,215.38,205.59,202.92,5.09,108483130,23074493015.59,212.7
AAPL,20250805,202.92,203.4,205.34,202.16,203.35,-0.21,44155079,8991568082.75,203.64
AAPL,20250804,203.35,204.51,207.88,201.68,202.38,0.48,75109313,15352058161.81,204.4
AAPL,20250801,202.38,210.87,213.58,201.5,207.57,-2.5,104434500,21375978251.29,204.68
AAPL,20250731,207.57,208.49,209.84,207.16,209.05,-0.71,80698438,16819781756.09,208.43
AAPL,20250730,209.05,211.9,212.39,207.72,211.27,-1.05,45512516,9541034951.79,209.64
AAPL,20250729,211.27,214.18,214.81,210.82,214.05,-1.3,51411723,10909516722.99,212.2
AAPL,20250728,214.05,214.03,214.85,213.06,213.88,0.08,37858016,8102831044.89,214.03
AAPL,20250725,213.88,214.7,215.24,213.4,213.76,0.06,40268782,8624450008.07,214.17
AAPL,20250724,213.76,213.9,215.69,213.53,214.15,-0.18,46022622,9869689815.99,214.45
AAPL,20250723,214.15,215.0,215.15,212.41,214.4,-0.12,46989301,10043000277.97,213.73
AAPL,20250722,214.4,213.14,214.95,212.23,212.48,0.9,46404071,9913896123.88,213.64
AAPL,20250721,212.48,212.1,215.78,211.63,211.18,0.62,51377434,10968846336.58,213.5
AAPL,20250718,211.18,210.87,211.79,209.7,210.02,0.55,48974590,10326694382.88,210.86
AAPL,20250717,210.02,210.57,211.8,209.59,210.16,-0.07,48068141,10122684714.31,210.59
AAPL,20250716,210.16,210.29,212.4,208.64,209.11,0.5,47490532,9993822546.03,210.44
AAPL,20250715,209.11,209.22,211.89,208.92,208.62,0.23,42296340,8891435506.55,210.22
AAPL,20250714,208.62,209.93,210.91,207.54,211.16,-1.2,38840110,8108307971.73,208.76
AAPL,20250711,211.16,210.57,212.13,209.86,212.41,-0.59,39765813,8391195357.6,211.02
AAPL,20250710,212.41,210.51,213.48,210.03,211.14,0.6,44443637,9433949050.06,212.27
AAPL,20250709,211.14,209.53,211.33,207.22,210.01,0.54,48749368,10211379479.41,209.47
AAPL,20250708,210.01,210.1,211.43,208.45,209.95,0.03,42848930,8993939416.77,209.9
AAPL,20250707,209.95,212.68,216.23,208.8,213.55,-1.69,50228985,10609326028.51,211.22
AAPL,20250703,213.55,212.15,214.65,211.81,212.44,0.52,34955836,7467328606.82,213.62
AAPL,20250702,212.44,208.91,213.34,208.14,207.82,2.22,67941813,14389552841.44,211.79
AAPL,20250701,207.82,206.66,210.19,206.14,205.17,1.29,78788875,16405475492.6,208.22
AAPL,20250630,205.17,202.01,207.39,199.26,201.08,2.03,91912813,18678421672.89,203.22
AAPL,20250627,201.08,201.89,203.22,200.0,201.0,0.04,73188563,14746507398.9,201.49
AAPL,20250626,201.0,201.43,202.64,199.46,201.56,-0.28,50799122,10189882748.48,200.59
AAPL,20250625,201.56,201.45,203.67,200.62,200.3,0.63,39525731,7976932832.64,201.82
AAPL,20250624,200.3,202.59,203.44,200.2,201.5,-0.6,54064032,10890788359.76,201.44
AAPL,20250623,201.5,201.63,202.3,198.96,201.0,0.25,55814274,11227080285.09,201.15
AAPL,20250620,201.0,198.24,201.7,196.85,196.58,2.25,96813563,19336438367.14,199.73
AAPL,20250618,196.58,195.94,197.57,195.07,195.64,0.48,45394688,8917672970.88,196.45
AAPL,20250617,195.64,197.2,198.39,195.21,198.42,-1.4,38856153,7637029607.33,196.55
AAPL,20250616,198.42,197.3,198.69,196.56,196.45,1.0,43020692,8512293524.65,197.87
AAPL,20250613,196.45,199.73,200.37,195.7,199.2,-1.38,51447348,10135272123.05,197.0
AAPL,20250612,199.2,199.08,199.68,197.36,198.78,0.21,43904637,8721462959.65,198.65
AAPL,20250611,198.78,203.5,204.5,198.41,202.67,-1.92,60989856,12230345225.46,200.53
AAPL,20250610,202.67,200.6,204.35,200.57,201.45,0.61,54672610,11074051967.98,202.55
AAPL,20250609,201.45,204.39,206.0,200.02,203.92,-1.21,72862563,14757627956.18,202.54
AAPL,20250606,203.92,203.0,205.7,202.05,200.63,1.64,46607692,9512685866.43,204.1
AAPL,20250605,200.63,203.5,204.75,200.15,202.82,-1.08,55221235,11151973137.45,201.95
AAPL,20250604,202.82,202.91,206.24,202.1,203.27,-0.22,43603985,8884177207.44,203.75
AAPL,20250603,203.27,201.35,203.77,200.96,201.7,0.78,46381567,9404855274.78,202.77
AAPL,20250602,201.7,200.28,202.13,200.12,200.85,0.42,35423293,7126858368.95,201.19
AAPL,20250530,200.85,199.37,201.96,196.78,199.95,0.45,70819938,14147337832.58,199.76
AAPL,20250529,199.95,203.57,203.81,198.51,200.42,-0.23,51477938,10313754679.1,200.35
AAPL,20250528,200.42,200.59,202.73,199.9,200.21,0.1,45339680,9106583996.63,200.85
AAPL,20250527,200.21,198.3,200.74,197.43,195.27,2.53,56288477,11230351020.76,199.51
AAPL,20250523,195.27,193.66,197.7,193.46,201.36,-3.02,78432938,15368942828.72,195.95
AAPL,20250522,201.36,200.71,202.75,199.7,202.09,-0.36,46742407,9413738941.84,201.4
AAPL,20250521,202.09,205.17,207.04,200.71,206.86,-2.31,59211774,12048399931.17,203.48
AAPL,20250520,206.86,207.67,208.47,205.03,208.78,-0.92,42496637,8797335066.96,207.01
AAPL,20250519,208.78,207.91,209.48,204.26,211.26,-1.17,46140528,9574206161.93,207.5
AAPL,20250516,211.26,212.36,212.57,209.77,211.45,-0.09,54737852,11563037334.1,211.24
AAPL,20250515,211.45,210.95,212.96,209.54,212.33,-0.41,45029473,9514435403.62,211.29
AAPL,20250514,212.33,212.43,213.94,210.58,212.93,-0.28,49325825,10470077187.47,212.26
AAPL,20250513,212.93,210.43,213.4,209.0,210.79,1.02,51909333,10997807691.67,211.87
AAPL,20250512,210.79,210.97,211.27,206.75,198.53,6.18,63775813,13368354924.59,209.61
AAPL,20250509,198.53,199.0,200.54,197.54,197.49,0.53,36453922,7244473337.49,198.73
AAPL,20250508,197.49,197.72,200.05,194.68,196.25,0.63,50478872,9983333217.41,197.77
AAPL,20250507,196.25,199.17,199.44,193.25,198.51,-1.14,68616938,13439362194.71,195.86
AAPL,20250506,198.51,198.21,200.65,197.02,198.89,-0.19,51216481,10184935532.07,198.86
AAPL,20250505,198.89,203.1,204.1,198.21,205.35,-3.15,69018438,13784914584.86,199.73
AAPL,20250502,205.35,206.09,206.99,202.16,213.32,-3.74,101010630,20685471965.61,204.79
AAPL,20250501,213.32,209.08,214.56,208.9,212.5,0.39,57365676,12186414278.82,212.43
AAPL,20250430,212.5,209.3,213.58,206.67,211.21,0.61,52286454,11042151388.51,211.19
AAPL,20250429,211.21,208.69,212.24,208.37,210.14,0.51,36827633,7770855579.84,211.01
AAPL,20250428,210.14,210.0,211.5,207.46,209.28,0.41,38743075,8121842926.14,209.63
AAPL,20250425,209.28,206.37,209.75,206.2,208.37,0.44,38222258,7964907393.29,208.38
AAPL,20250424,208.37,204.89,208.83,202.94,204.6,1.84,47310989,9794846094.76,207.03
AAPL,20250423,204.6,206.0,208.0,202.8,199.74,2.43,52929165,10870808917.28,205.38
AAPL,20250422,199.74,196.12,201.59,195.97,193.16,3.41,52976372,10555685686.97,199.25
AAPL,20250421,193.16,193.26,193.8,189.81,196.98,-1.94,46742536,8968832070.26,191.88
AAPL,20250417,196.98,197.2,198.83,194.42,194.27,1.39,52164676,10270405718.99,196.88
AAPL,20250416,194.27,198.36,200.7,192.37,202.14,-3.89,59732422,11701564147.4,195.9
AAPL,20250415,202.14,201.85,203.51,199.8,202.52,-0.19,51343872,10380894526.73,202.18
AAPL,20250414,202.52,211.44,212.94,201.16,198.15,2.21,101352940,20816880346.6,205.39
AAPL,20250411,198.15,186.1,199.54,186.06,190.42,4.06,87435938,17104997245.77,195.63
AAPL,20250410,190.42,189.07,194.78,183.0,198.85,-4.24,121880000,23128034116.0,189.76
AAPL,20250409,198.85,171.95,200.61,171.89,172.42,15.33,184395880,34664802756.26,187.99
AAPL,20250408,172.42,186.7,190.34,169.21,181.46,-4.98,120859500,21676803966.3,179.36
AAPL,20250407,181.46,177.2,194.15,174.62,188.38,-3.67,160466320,28962293304.06,180.49
AAPL,20250404,188.38,193.89,199.88,187.34,203.19,-7.29,125910940,24248408545.88,192.58
AAPL,20250403,203.19,205.54,207.49,201.25,223.89,-9.25,103419000,21099710884.59,204.02
AAPL,20250402,223.89,221.32,225.19,221.02,223.19,0.31,35905903,8034678635.73,223.77
AAPL,20250401,223.19,219.81,223.68,218.9,222.13,0.48,36412739,8094512189.81,222.3
AAPL,20250331,222.13,217.01,225.62,216.23,217.9,1.94,65299321,14401752839.68,220.55
AAPL,20250328,217.9,221.67,223.81,217.68,223.85,-2.66,39818618,8737387800.34,219.43
AAPL,20250327,223.85,221.39,224.99,220.56,221.53,1.05,37094774,8284576560.15,223.34
AAPL,20250326,221.53,223.51,225.02,220.47,223.75,-0.99,34532657,7685671020.3,222.56
AAPL,20250325,223.75,220.77,224.1,220.08,220.73,1.37,34493583,7696011970.47,223.11
AAPL,20250324,220.73,221.0,221.48,218.58,218.27,1.13,44299485,9747061079.35,220.03
AAPL,20250321,218.27,211.56,218.84,211.28,214.1,1.95,94127750,20295798157.95,215.62
AAPL,20250320,214.1,213.99,217.49,212.22,215.24,-0.53,48862946,10476142327.98,214.4
AAPL,20250319,215.24,214.22,218.76,213.75,212.69,1.2,54385391,11726349588.78,215.62
AAPL,20250318,212.69,214.16,215.15,211.49,214.0,-0.61,42432426,9041972332.01,213.09
AAPL,20250317,214.0,213.31,215.22,209.97,213.49,0.24,48073426,10248691964.12,213.19
AAPL,20250314,213.49,211.25,213.95,209.58,209.68,1.82,60107583,12767464327.62,212.41
AAPL,20250313,209.68,215.95,216.84,208.42,216.98,-3.36,61368329,13015854370.93,212.09
AAPL,20250312,216.98,220.14,221.75,214.91,220.84,-1.75,62547469,13609598074.49,217.59
AAPL,20250311,220.84,223.81,225.84,217.45,227.48,-2.92,76137438,16834299705.3,221.1
AAPL,20250310,227.48,235.54,236.16,224.22,239.07,-4.85,72071188,16400051078.56,227.55
AAPL,20250307,239.07,235.1,241.37,234.76,235.33,1.59,46273567,11056722245.63,238.94
AAPL,20250306,235.33,234.44,237.86,233.16,235.74,-0.17,45170418,10628481912.31,235.3
AAPL,20250305,235.74,235.42,236.55,229.23,235.93,-0.08,47227645,11038739435.78,233.73
AAPL,20250304,235.93,237.71,240.07,234.68,238.03,-0.88,53798063,12782285811.62,237.6
AAPL,20250303,238.03,241.79,244.03,236.11,241.84,-1.58,47183985,11327303571.8,240.07
AAPL,20250228,241.84,236.95,242.09,230.2,237.3,1.91,56833360,13591459343.89,239.15
AAPL,20250227,237.3,239.41,242.46,237.06,240.36,-1.27,41153641,9860227603.75,239.6
AAPL,20250226,240.36,244.33,244.98,239.13,247.04,-2.7,44433563,10738503999.14,241.68
AAPL,20250225,247.04,248.0,250.0,244.91,247.1,-0.02,48013274,11885335481.8,247.54
AAPL,20250224,247.1,244.93,248.86,244.42,245.55,0.63,51326395,12695126998.33,247.34
AAPL,20250221,245.55,245.95,248.69,245.22,245.83,-0.11,53197430,13109841655.63,246.44
AAPL,20250220,245.83,244.94,246.78,244.29,244.87,0.39,32316907,7938066823.39,245.63
AAPL,20250219,244.87,244.66,246.01,243.16,244.47,0.16,32204215,7879891889.74,244.69
AAPL,20250218,244.47,244.15,245.18,241.84,244.6,-0.05,48822493,11914680737.94,244.04
AAPL,20250214,244.6,241.25,245.55,240.99,241.53,1.27,40896227,9980069859.72,244.03
AAPL,20250213,241.53,236.91,242.34,235.57,236.87,1.97,53614055,12883961924.76,240.31
AAPL,20250212,236.87,231.2,236.96,230.68,232.62,1.83,45243293,10635377532.58,235.07
AAPL,20250211,232.62,228.2,235.23,228.13,227.65,2.18,53718364,12507037188.5,232.83
AAPL,20250210,227.65,229.57,230.59,227.2,227.63,0.01,33115645,7569713219.81,228.58
AAPL,20250207,227.63,232.6,234.0,227.26,233.22,-2.4,39707223,9101725789.63,229.22
AAPL,20250206,233.22,231.29,233.8,230.43,232.47,0.32,29925348,6952400489.03,232.32
AAPL,20250205,232.47,228.53,232.67,228.27,232.8,-0.14,39664989,9156702375.64,230.85
AAPL,20250204,232.8,227.25,233.13,226.65,228.01,2.1,45067301,10419335105.37,231.2
AAPL,20250203,228.01,229.99,231.83,225.7,236.0,-3.39,73063313,16669365635.62,228.15
AAPL,20250131,236.0,247.19,247.19,233.44,237.59,-0.67,101075130,24132020835.43,238.75
AAPL,20250130,237.59,238.66,240.79,237.21,239.36,-0.74,55658278,13283956201.01,238.67
AAPL,20250129,239.36,234.12,239.85,234.01,238.26,0.46,45486102,10800238253.32,237.44
AAPL,20250128,238.26,230.85,240.19,230.81,229.86,3.65,75707563,17989017888.8,237.61
AAPL,20250127,229.86,224.02,232.15,223.98,222.78,3.18,94863438,21731069732.1,229.08
AAPL,20250124,222.78,224.78,225.63,221.41,223.66,-0.39,54697907,12202830109.14,223.1
AAPL,20250123,223.66,224.74,227.03,222.3,223.83,-0.08,60234762,13503037419.21,224.17
AAPL,20250122,223.83,219.79,224.12,219.79,222.64,0.53,64126500,14280695806.05,222.7
AAPL,20250121,222.64,224.0,224.42,219.38,229.98,-3.19,98070438,21721670347.84,221.49
AAPL,20250117,229.98,232.12,232.29,228.48,228.26,0.75,68488313,15786419854.76,230.5
AAPL,20250116,228.26,237.35,238.01,228.03,237.87,-4.04,71759063,16552081813.8,230.66
AAPL,20250115,237.87,234.63,238.96,234.43,233.28,1.97,39831969,9463657598.73,237.59
AAPL,20250114,233.28,234.75,236.12,232.47,234.4,-0.48,39435293,9226746881.09,233.97
AAPL,20250113,234.4,233.53,234.67,229.72,236.85,-1.03,49630727,11539595667.12,232.51
AAPL,20250110,236.85,240.01,240.16,233.0,242.7,-2.41,61710856,14595833147.86,236.52
AAPL,20250108,242.7,241.92,243.71,240.05,242.21,0.2,37628942,9115276678.21,242.24
AAPL,20250107,242.21,242.98,245.55,241.35,245.0,-1.14,40855961,9929138404.31,243.03
AAPL,20250106,245.0,244.31,247.33,243.2,243.36,0.67,45045571,11048543417.91,245.27
AAPL,20250103,243.36,243.36,244.18,241.89,243.85,-0.2,40244114,9781508981.8,243.05
AAPL,20250102,243.85,248.93,249.1,241.82,250.42,-2.62,55740731,13615208657.77,244.26
AAPL,20241231,250.42,252.44,253.28,249.43,252.2,-0.71,39480719,9898791821.87,250.72
AAPL,20241230,252.2,252.23,253.5,250.75,255.59,-1.33,35557543,8970001811.49,252.27
AAPL,20241227,255.59,257.83,258.7,253.06,259.02,-1.32,42355321,10808438777.41,255.18
AAPL,20241226,259.02,258.19,260.1,257.63,258.2,0.32,27262985,7059375917.6,258.94
AAPL,20241224,258.2,255.49,258.21,255.29,255.27,1.15,23234704,5980820527.85,257.41
AAPL,20241223,255.27,254.77,255.65,253.45,254.49,0.31,40858774,10405635131.24,254.67
AAPL,20241220,254.49,248.04,255.0,245.69,249.79,1.88,147495250,37277478975.15,252.74
AAPL,20241219,249.79,247.5,252.0,247.09,248.05,0.7,60882266,15213261236.9,249.88
AAPL,20241218,248.05,252.16,254.28,247.74,253.48,-2.14,56774102,14235396967.97,250.74
AAPL,20241217,253.48,250.08,253.83,249.78,251.04,0.97,51356360,12991649203.02,252.97
AAPL,20241216,251.04,247.99,251.38,247.65,248.13,1.17,51694754,12945338262.98,250.42
AAPL,20241213,248.13,247.82,249.29,246.24,247.96,0.07,33155290,8212025233.33,247.68
AAPL,20241212,247.96,246.89,248.74,245.68,246.49,0.6,32777532,8121334992.18,247.77
AAPL,20241211,246.49,247.96,250.8,246.26,247.77,-0.52,45205813,11227944529.54,248.37
AAPL,20241210,247.77,246.89,248.21,245.34,246.75,0.41,36914805,9126528452.72,247.23
AAPL,20241209,246.75,241.83,247.24,241.75,242.84,1.61,44649231,10982380278.92,245.97
AAPL,20241206,242.84,242.91,244.63,242.08,243.04,-0.08,36870618,8967955982.42,243.23
AAPL,20241205,243.04,243.99,244.54,242.13,243.01,0.01,40033879,9728305058.32,243.0
AAPL,20241204,243.01,242.87,244.11,241.25,242.65,0.15,44383934,10780968528.43,242.9
AAPL,20241203,242.65,239.81,242.76,238.9,239.59,1.28,38861016,9387687112.54,241.57
AAPL,20241202,239.59,237.27,240.79,237.16,237.33,0.95,48137102,11530814845.26,239.54
AAPL,20241129,237.33,234.81,237.81,233.97,234.93,1.02,28481379,6736592345.63,236.53
AAPL,20241127,234.93,234.47,235.69,233.81,235.06,-0.06,33498438,7865299583.63,234.8
AAPL,20241126,235.06,233.33,235.57,233.33,232.87,0.94,45986188,10797529350.69,234.8
AAPL,20241125,232.87,231.46,233.25,229.74,229.87,1.31,90152813,20943156575.43,232.31
AAPL,20241122,229.87,228.06,230.72,228.06,228.52,0.59,38168254,8766152514.91,229.67
AAPL,20241121,228.52,228.88,230.16,225.71,229.0,-0.21,42108329,9619159724.52,228.44
AAPL,20241120,229.0,228.06,229.93,225.89,228.28,0.32,35169567,8015805507.16,227.92
AAPL,20241119,228.28,226.98,230.16,226.66,228.02,0.11,36211774,8282701323.25,228.73
AAPL,20241118,228.02,225.25,229.74,225.17,225.0,1.34,44686020,10193368686.48,228.11
AAPL,20241115,225.0,226.4,226.92,224.27,228.22,-1.41,47923696,10787168694.49,225.09
AAPL,20241114,228.22,225.02,228.87,225.0,225.12,1.38,44923942,10216683752.74,227.42
AAPL,20241113,225.12,224.01,226.65,222.76,224.23,0.4,48566219,10924533868.08,224.94
AAPL,20241112,224.23,224.55,225.59,223.35,224.23,0.0,40398301,9065468024.65,224.4
AAPL,20241111,224.23,225.0,225.7,221.5,226.96,-1.2,42005602,9382090245.24,223.35
AAPL,20241108,226.96,227.17,228.66,226.41,227.48,-0.23,38328825,8709382247.1,227.23
AAPL,20241107,227.48,224.63,227.88,224.57,222.72,2.14,42137692,9555526912.29,226.77
AAPL,20241106,222.72,222.61,226.07,221.19,223.45,-0.33,54561122,12215390064.02,223.88
AAPL,20241105,223.45,221.79,223.95,221.14,222.01,0.65,28111340,6271704610.08,223.1
AAPL,20241104,222.01,220.99,222.79,219.71,222.91,-0.4,44944469,9965897116.57,221.74
AAPL,20241101,222.91,220.97,225.35,220.27,225.91,-1.33,65276743,14541197407.19,222.76
AAPL,20241031,225.91,229.34,229.83,225.37,230.1,-1.82,64370086,14620062863.46,227.13
AAPL,20241030,230.1,232.61,233.47,229.55,233.67,-1.53,47070907,10867039065.83,230.87
AAPL,20241029,233.67,233.1,234.32,232.32,233.4,0.12,35417247,8274014678.98,233.62
AAPL,20241028,233.4,233.32,234.73,232.55,231.41,0.86,36087133,8432682456.05,233.68
AAPL,20241025,231.41,229.74,233.22,229.57,230.57,0.36,38802305,8992224651.3,231.74
AAPL,20241024,230.57,229.98,230.82,228.41,230.76,-0.08,31109504,7156259508.98,230.03
AAPL,20241023,230.76,234.08,235.14,227.76,235.86,-2.16,52286981,12085414097.81,231.14
AAPL,20241022,235.86,233.88,236.22,232.6,236.48,-0.26,38846579,9117311903.06,234.7
AAPL,20241021,236.48,234.45,236.85,234.45,235.0,0.63,36254469,8554419607.45,235.95
AAPL,20241018,235.0,236.18,236.18,234.01,232.15,1.23,46431473,10920367179.9,235.19
AAPL,20241017,232.15,233.43,233.85,230.52,231.78,0.16,32993809,7655451551.4,232.03
AAPL,20241016,231.78,231.6,232.12,229.84,233.85,-0.89,34082239,7873573539.66,231.02
AAPL,20241015,233.85,233.61,237.49,232.37,231.3,1.1,64751368,15213341034.25,234.95
AAPL,20241014,231.3,228.7,231.73,228.6,227.55,1.65,39882086,9200171091.45,230.68
AAPL,20241011,227.55,229.3,229.41,227.34,229.04,-0.65,31759188,7242562456.08,228.05
AAPL,20241010,229.04,227.78,229.5,227.17,229.54,-0.22,28183543,6440816083.69,228.53
AAPL,20241009,229.54,225.23,229.75,224.83,225.77,1.67,33591090,7667512280.73,228.26
AAPL,20241008,225.77,224.3,225.98,223.25,221.69,1.84,31855692,7171738836.91,225.13
AAPL,20241007,221.69,224.5,225.69,221.33,226.8,-2.25,39505356,8826591223.81,223.43
AAPL,20241004,226.8,227.9,228.0,224.13,225.67,0.5,37345098,8430663342.52,225.75
AAPL,20241003,225.67,225.14,226.81,223.32,226.78,-0.49,34044157,7658573899.16,224.96
