ts_code,trade_date,close,open,high,low,pre_close,pct_change,vol,amount,vwap
AAPL,20260112,260.25,259.16,261.3,256.8,259.37,0.34,45263766,11768325230.27,259.99
AAPL,20260109,259.37,259.07,260.21,256.22,259.04,0.13,39996969,10344626476.53,258.64
AAPL,20260108,259.04,257.02,259.29,255.7,260.33,-0.5,50419336,12974695123.1,257.34
AAPL,20260107,260.33,263.2,263.68,259.81,262.36,-0.77,48309805,12633179227.03,261.5
AAPL,20260106,262.36,267.0,267.55,262.12,267.26,-1.83,52352090,13778505208.95,263.19
AAPL,20260105,267.26,270.64,271.51,266.14,271.01,-1.38,45647192,12234327990.33,268.02
AAPL,20260102,271.01,272.25,277.84,269.0,271.86,-0.31,37838055,10290842683.37,271.97
AAPL,20251231,271.86,273.06,273.68,271.75,273.08,-0.45,27293641,7433679140.7,272.36
AAPL,20251230,273.08,272.81,274.08,272.28,273.76,-0.25,22139618,6045056426.37,273.04
AAPL,20251229,273.76,272.69,274.36,272.35,273.4,0.13,23715215,6488994835.49,273.62
AAPL,20251226,273.4,274.16,275.37,272.86,273.81,-0.15,21521801,5900152459.23,274.15
AAPL,20251224,273.81,272.34,275.43,272.2,272.36,0.53,17910575,4913273889.54,274.32
AAPL,20251223,272.36,270.84,272.5,269.56,270.97,0.51,29642000,8055394612.62,271.76
AAPL,20251222,270.97,272.86,273.88,270.5,273.67,-0.99,36571829,9932019695.24,271.58
AAPL,20251219,273.67,272.15,274.6,269.9,272.19,0.54,144632070,39428024219.12,272.61
AAPL,20251218,272.19,273.6,273.63,266.95,271.84,0.13,51630723,14006195115.92,271.28
AAPL,20251217,271.84,275.01,276.16,271.64,274.61,-1.01,50138743,13693091769.66,273.1
AAPL,20251216,274.61,272.82,275.5,271.79,274.11,0.18,37648629,10308454019.25,273.81
AAPL,20251215,274.11,280.15,280.15,272.84,278.28,-1.5,50409079,13837132388.72,274.5
AAPL,20251212,278.28,277.9,279.22,276.82,278.03,0.09,39532887,10999958601.84,278.25
AAPL,20251211,278.03,279.09,279.59,273.81,278.78,-0.27,33247985,9211583322.87,277.06
AAPL,20251210,278.78,277.75,279.75,276.44,277.18,0.58,33038317,9199953492.14,278.46
AAPL,20251209,277.18,278.16,280.03,276.92,277.89,-0.26,32193258,8945882492.86,277.88
AAPL,20251208,277.89,278.13,279.67,276.15,278.78,-0.32,36406606,10100504598.48,277.44
AAPL,20251205,278.78,280.54,281.14,278.05,280.7,-0.68,47265844,13200302818.1,279.28
AAPL,20251204,280.7,284.09,284.73,278.59,284.15,-1.21,43989055,12349057527.63,280.73
AAPL,20251203,284.15,286.2,288.62,283.3,286.19,-0.71,43538688,12439341457.21,285.71
AAPL,20251202,286.19,283.0,287.4,282.63,283.1,1.09,53669532,15327329222.41,285.59
AAPL,20251201,283.1,278.01,283.42,276.14,278.85,1.52,46587723,13080128905.37,280.76
AAPL,20251128,278.85,277.26,279.0,275.99,277.55,0.47,20135622,5587094463.55,277.47
AAPL,20251126,277.55,276.96,279.53,276.63,276.97,0.21,33431422,9297436923.14,278.1
